http://192.168.0.91/app/kibana#/dev_tools/console?_g=()
GET /_cat/indices?v

health status index                 uuid                   pri rep docs.count docs.deleted store.size pri.store.size
green  open   netflow-v9-2017.10.22 7J0IwIbXQ_G7mHDZfVJdEw   5   0      11857            0      2.8mb          2.8mb
green  open   netflow-v9-2017.04.11 LU6z2OGPQDW-HtiiR84TXw   1   0      16862            0      2.7mb          2.7mb
green  open   netflow-v9-2016.07.30 qH6GDxyCRCy-pybbxsGdsA   1   0      14344            0      1.6mb          1.6mb
green  open   snort-2018.07.14      AczsPHDTTiWaH7w7211b4w   1   0       1208            0     11.4mb         11.4mb
green  open   winlogbeat-2018.01.22 zlxj1gofQWeNv9lPst2WrQ   5   0          1            0     13.5kb         13.5kb
green  open   netflow-v9-2017.10.24 TomaIU6PRaeItiyogw_ofQ   5   0      18286            0      4.2mb          4.2mb
yellow open   bro-2018.06.29        UyP_iJo7Rdq7LmIKUkwUgw   5   1      75891            0     43.4mb         43.4mb
green  open   netflow-v5-2018.06.15 w08UgoogQXOS94vvi2X9wQ   1   0        481            0    110.3kb        110.3kb
green  open   netflow-v9-2017.11.07 QekmD9nRRgOrb9igcdCvuw   5   0      38403            0        8mb            8mb
green  open   snort-2018.06.10      604NMFBoSn-z18FSxrvJNg   1   0        602            0      1.1mb          1.1mb
green  open   netflow-v9-2017.12.01 U1vmS_qwQXqK8wVOZu3Hfw   5   0      49949            0      9.5mb          9.5mb
green  open   netflow-v9-2017.04.26 tVo5K5B-RTu9FUG0ZLeGcg   1   0      27229            0      5.1mb          5.1mb
green  open   snort-2018.05.31      WKqCWHgmR8ObnamWwWsn7g   1   0        649            0      1.6mb          1.6mb
green  open   winlogbeat-2018.01.13 6Y2Utdy9QnSlztw0QaAWvw   5   0         19            0     81.6kb         81.6kb
green  open   snort-2017.11.04      abw7YKATSi27MoXd40FfYA   1   0       7096            0     18.6mb         18.6mb
green  open   netflow-v9-2017.12.24 u4hFJK1xTTiMW0nOYHY2kA   5   0      95863            0     16.2mb         16.2mb
green  open   netflow-v9-2017.11.05 HGrZP7lRQDG6jcWuaeznxw   5   0      31789            0      6.7mb          6.7mb
green  open   winlogbeat-2017.11.26 ZzavEPKlQ5at4rZWYNYQMw   5   0        308            0    402.7kb        402.7kb
green  open   snort-2017.11.18      r3MLQdanT7iP9S7uXpz4FQ   1   0       1028            0      3.7mb          3.7mb
green  open   netflow-v9-2017.04.15 wyWcwVPWRl-E3rk71zId_Q   1   0      16638            0      2.7mb          2.7mb
green  open   netflow-v9-2016.09.02 TCLmkQP7Rya-XafldC9g9w   1   0         49            0     20.5kb         20.5kb
green  open   packetbeat-2018.01.23 RY54z2Y6TYiQGQm-hpBPyg   5   0     237556            0     68.6mb         68.6mb
green  open   snort-2018.06.20      LOyoAx0oTz-z1korN4f68w   1   0        762            0      3.2mb          3.2mb
green  open   snort-2018.07.01      -4PXyTfLSqewZ9vdFIdw6A   1   0        625            0      1.6mb          1.6mb
green  open   netflow-v9-2017.04.09 1luuowxBRNqMwOd6b0fSXg   1   0      17006            0      2.8mb          2.8mb
yellow open   bro-2018.07.14        3DvEB7veRT-XFNj_PWE5wA   5   1      77238            0     43.7mb         43.7mb
green  open   snort-2017.12.23      O6tFNsOPS16QY263VXLkOg   1   0       9797            0     35.7mb         35.7mb
green  open   snort-2017.12.07      YsxL5FVFTEugYzV2CXYVig   1   0       5406            0     19.8mb         19.8mb
green  open   packetbeat-2018.01.24 ynhDCxVIStWSbuKXbkecIA   5   0     232981            0     66.3mb         66.3mb
green  open   snort-2018.06.04      DlJJDhL7Q_KS1M4u25myKA   1   0        537            0      1.4mb          1.4mb
green  open   snort-2017.11.22      Q_1ecZTPSpmY5wk5A5hBAQ   1   0       3168            0      8.4mb          8.4mb
green  open   netflow-v5-2018.07.10 w4ZoTWC4TDaftICYc6H2sA   1   0        329            0    121.8kb        121.8kb
green  open   snort-2017.10.23      JTXFBwtFRI6PYb67Sn6idA   1   0       5434            0     16.5mb         16.5mb
green  open   packetbeat-2017.12.21 6XrCwXW_SDekLFHwRv8qNA   5   0     310102            0     77.3mb         77.3mb
yellow open   netflow-v9-2018.07.09 agFhqNicSSiSkgh1-hcdiw   5   1      14364            0      3.8mb          3.8mb
green  open   winlogbeat-2018.02.13 jui4b46tTpy-yZlS61laug   5   0        198            0    213.1kb        213.1kb
green  open   snort-2017.12.27      1scp84ZnQbWqSNUqRGzTfA   1   0      12081            0     40.2mb         40.2mb
yellow open   bro-2018.07.09        JtahCJjLTi-VrvJuHvrgtg   5   1      80836            0     44.5mb         44.5mb
green  open   winlogbeat-2017.12.13 9ndNjTlDR6SI6TdAiE5bxg   5   0        245            0    343.7kb        343.7kb
green  open   netflow-v9-2016.09.05 DTc2etbwQ6y-Fcc_3Gf2tw   1   0         54            0     84.1kb         84.1kb
green  open   snort-2018.06.02      3ZAAG7q_R9Oz7O7V-nNY6g   1   0        600            0      1.1mb          1.1mb
green  open   snort-2017.10.02      _FhiEdylSHOruLiQ8LXcsQ   1   0     205530            0    247.3mb        247.3mb
green  open   snort-2017.11.15      b5Q-v1LmRXmuHD9T4Q1MTw   1   0       5238            0     37.2mb         37.2mb
green  open   netflow-v9-2017.11.28 BzEtLmFdQCSogLl3Hc32tw   5   0      42041            0      8.2mb          8.2mb
green  open   netflow-v9-2017.08.31 IdCYHvsOQBeYKB9KK11TVQ   5   0      27289            0      6.2mb          6.2mb
green  open   snort-2017.10.22      C7R43WBBQIythDaqec5p-Q   1   0        926            0        4mb            4mb
green  open   packetbeat-2017.12.15 RK5qoDfNR4aY--s3PIUQMA   5   0     321770            0     82.7mb         82.7mb
green  open   netflow-v9-2017.04.23 oWwzvvkjSVu7MEyNhy7JQg   1   0      22454            0      3.9mb          3.9mb
yellow open   netflow-v9-2018.06.28 R4t23yZxQDuTgzDrYNlXnw   5   1      14445            0      3.9mb          3.9mb
green  open   bro-2018.01.29        SZC_FCXVReK9ePvrzOCz4A   5   0        997            0    528.3kb        528.3kb
green  open   snort-2018.07.12      rRyR-9vrTbi8NAywPDA97w   1   0       1512            0      9.5mb          9.5mb
yellow open   netflow-v9-2018.06.22 vxJIh9VFTYyg_yHgIj4taQ   5   1      17092            0      4.4mb          4.4mb
green  open   snort-2017.11.05      bGtZASw0TU6hsma9DEVs1g   1   0       2348            0     10.4mb         10.4mb
green  open   netflow-v9-2017.04.20 384IHyt6RsmkHu1A0bvAqw   1   0      22261            0      3.9mb          3.9mb
yellow open   netflow-v9-2018.05.31 28zIPb7-RwC9yVasB9f2_Q   5   1      14119            0      3.7mb          3.7mb
green  open   packetbeat-2018.01.25 iZ3rHCdCRNuO_K2qOehseA   5   0     114199            0     30.5mb         30.5mb
green  open   winlogbeat-2018.02.19 xG2xsRyuREW62U_nFetQ0g   5   0        191            0      347kb          347kb
green  open   snort-2017.11.23      6p7x6exaSGSQNAL7qDLWOQ   1   0       2078            0      7.3mb          7.3mb
green  open   snort-2017.09.07      zRivOGqoQuyxbQlM5qxw3A   1   0       2071            0        8mb            8mb
green  open   winlogbeat-2018.01.25 i7RXgZ6iQdSUhbFRvES1_g   5   0          1            0     13.5kb         13.5kb
yellow open   bro-2018.07.12        NndlDMmnSA2Dn_fC5CMvtw   5   1      74839            0     42.7mb         42.7mb
green  open   snort-2017.12.09      i_x9iJ_ETtSrCokD8pTrKw   1   0       8548            0     30.3mb         30.3mb
green  open   netflow-v9-2016.08.07 6o7l7N7SS8-cX3ECoipkyQ   1   0        469            0    137.3kb        137.3kb
green  open   snort-2018.06.08      qL_QRuxJSbqqyErC6jaAYw   1   0        494            0   1019.7kb       1019.7kb
green  open   packetbeat-2018.01.21 1k0ksP5MRHSfG1mzBc4Vxw   5   0     230797            0     58.7mb         58.7mb
green  open   netflow-v9-2017.04.10 4UmGfMXcS2We604CPnfRpQ   1   0      16976            0      2.8mb          2.8mb
green  open   winlogbeat-2018.01.17 9U4oQlbPS2OTQfbxbO_Cqw   5   0          1            0     13.5kb         13.5kb
yellow open   netflow-v9-2018.07.03 _SP-TJvsTPGB7LGbHxuo6Q   5   1      15058            0        4mb            4mb
green  open   snort-2017.10.13      i-p0yEYZRPuH3HdIiVwDyw   1   0       2017            0      3.2mb          3.2mb
green  open   snort-2018.07.05      dWgAK9SrRxWdNgbUn9dD2w   1   0        909            0      2.9mb          2.9mb
green  open   winlogbeat-2018.02.24 SLPjNMbSRRqyAJO_wj-zZg   5   0        173            0    140.4kb        140.4kb
yellow open   netflow-v9-2018.06.17 sM1acQqaQEWDGK6ZSUl5dQ   5   1      14120            0      3.8mb          3.8mb
green  open   netflow-v9-2016.08.21 qvcBaiMwTWClAdHmNzJzwg   1   0        421            0    106.7kb        106.7kb
green  open   snort-2017.12.29      NTlL1QSvTxKTDPkDPwA_TQ   1   0      12400            0     34.2mb         34.2mb
yellow open   netflow-v9-2018.06.18 FH7egz_6RcivdHbXdYI10A   5   1      13649            0      3.6mb          3.6mb
green  open   bro-2017.12.01        ADmbH_j_TSqq7AO3M0355w   5   0     144218            0     47.8mb         47.8mb
green  open   winlogbeat-2017.11.16 zjtY0eqaQ1SbQi46G6WzZQ   5   0        262            0    411.5kb        411.5kb
yellow open   netflow-v9-2018.07.11 rf6KPqH8T0arIsZze7VCOg   5   1      18819            0      4.8mb          4.8mb
green  open   netflow-v9-2017.09.06 gLtFUlgfTJ-zdV45jKdKDg   5   0      21430            0      5.1mb          5.1mb
green  open   winlogbeat-2017.11.29 k_K1JF2AT3KYOvaMqgpfew   5   0        270            0    439.8kb        439.8kb
green  open   winlogbeat-2017.11.25 LvnP52nHQP-_W7YVfQEVKA   5   0        283            0      448kb          448kb
green  open   winlogbeat-2018.01.07 gw9D9IxLTC2hoGQgprT7Kg   5   0          7            0     81.1kb         81.1kb
green  open   netflow-v9-2016.08.16 9Tsd94TXR2msHEa_3qEUSw   1   0       1082            0    223.8kb        223.8kb
green  open   winlogbeat-2018.02.17 vfvDaxSESduqRuldsHG4dQ   5   0        990            0        1mb            1mb
green  open   netflow-v9-2016.08.22 zFXzqMgWTuuElZ5WLGyFoQ   1   0       3813            0    344.7kb        344.7kb
green  open   packetbeat-2018.01.14 sSWMnzzCR2uTDtKC_R6qBg   5   0       4522            0      1.8mb          1.8mb
green  open   snort-2017.09.09      6DNUXXZVRGKtPpSv6O63ug   1   0       2220            0     21.3mb         21.3mb
green  open   netflow-v9-2016.08.29 6u-PH9zdR9OfZC7D-2OeWQ   1   0         72            0     49.4kb         49.4kb
green  open   netflow-v9-2017.11.14 RK2Oo47iRlOHduFExOfbTA   5   0      50767            0      9.6mb          9.6mb
green  open   snort-2017.10.06      99FKTKs2Sw6roV5_lpmC8Q   1   0       1301            0      3.6mb          3.6mb
green  open   netflow-v9-2017.12.03 Mw6sQL6BQj6r0dwI564oug   5   0      46348            0      8.8mb          8.8mb
green  open   netflow-v9-2017.11.02 rdV6XzHhS7-RdhvzYCioGA   5   0      32287            0      6.8mb          6.8mb
green  open   snort-2017.10.21      1FqllhyZSgOC8FtD1O3ucg   1   0        978            0      4.3mb          4.3mb
green  open   netflow-v9-2016.08.24 WDQzt8wLRAmm52h2zAv23Q   1   0       1048            0    149.3kb        149.3kb
green  open   winlogbeat-2017.11.17 9PKJRxLlRKK4GQNWmg4K2g   5   0        271            0    376.2kb        376.2kb
green  open   packetbeat-2017.11.20 XG90oS0oSnqTxxsIb5oGkQ   5   0     298445            0       73mb           73mb
green  open   netflow-v9-2017.12.19 4piYH2KWQDOptt67P1v5-w   5   0      60202            0     10.8mb         10.8mb
green  open   netflow-v9-2017.10.15 9wJ1O7mRTKGfsOG_xAum3A   5   0      10405            0      2.5mb          2.5mb
green  open   netflow-v9-2016.07.09 -fa1o9BYRzu7DcoJijY7FA   1   0      11990            0      1.3mb          1.3mb
green  open   netflow-v9-2016.07.20 jjHEGL21Q1-h6K-NZTDP3g   1   0       3856            0    474.3kb        474.3kb
green  open   snort-2017.11.07      d11MBBJKTg-BcB8QA_KyXA   1   0      13732            0     30.2mb         30.2mb
green  open   netflow-v9-2017.12.07 5uNH-ws8StimhNte0cA1RQ   5   0      47953            0      9.1mb          9.1mb
green  open   winlogbeat-2017.12.21 l3QyKaVMQ9C3B2Q2sNLCFg   5   0        255            0    303.4kb        303.4kb
yellow open   bro-2018.07.11        qjkVTQRaRj61JjZTgBRf2g   5   1      69696            0     38.6mb         38.6mb
green  open   winlogbeat-2018.01.09 fOCrrH0wTHabBUjD49L0RQ   5   0          6            0     76.5kb         76.5kb
green  open   winlogbeat-2018.02.06 6b6SVrLlSz6qxBSZdfXL-Q   5   0        215            0    304.4kb        304.4kb
yellow open   bro-2018.07.06        07CoHSbKRcKaDp8vOOmixg   5   1      76805            0       44mb           44mb
green  open   snort-2017.12.03      r2s9ETyQSreBZYnjQLiE1w   1   0       1596            0        6mb            6mb
green  open   snort-2017.11.06      DsKngzM1Rlig_3FPJh4_GQ   1   0      14214            0     37.2mb         37.2mb
green  open   netflow-v9-2017.11.13 EuzFAsBpTW681RRwyw0qqw   5   0      49872            0      9.7mb          9.7mb
yellow open   bro-2018.07.13        J_uX9kegRyemj8UF-j9ChA   5   1      81315            0     46.4mb         46.4mb
green  open   snort-2017.09.13      QLZcWYAnQBO0FKHN8c_6rw   1   0       3807            0      9.5mb          9.5mb
green  open   snort-2018.07.03      iK2eQYWxToysuyrUu38Q1A   1   0       1304            0     22.6mb         22.6mb
green  open   snort-2017.12.20      KINKlT01TWiQfAGKPziEiw   1   0      10920            0     39.5mb         39.5mb
green  open   winlogbeat-2018.01.08 kGTlfJxXS92_oqx2ktJQiQ   5   0          1            0     13.5kb         13.5kb
green  open   netflow-v9-2017.09.09 Mv_paC2eROyBZpExd3GMow   5   0      18051            0      4.3mb          4.3mb
green  open   netflow-v9-2016.08.13 gwn2yi1MTxuBNdgnoF-fcg   1   0        405            0    127.8kb        127.8kb
green  open   netflow-v9-2016.08.03 D8dIB-wjTWWQsU8BA-2bzQ   1   0        942            0    189.7kb        189.7kb
green  open   netflow-v9-2017.10.18 WmyeS4dpTsi40cExwKSdIA   5   0      19952            0      4.6mb          4.6mb
green  open   netflow-v9-2017.10.05 ShPYBQmeRJGtTxXqSMwkSg   5   0      18793            0      3.6mb          3.6mb
green  open   winlogbeat-2017.12.17 oGdSEKVOS02m9fdjJBc48Q   5   0        290            0    461.5kb        461.5kb
green  open   netflow-v9-2017.10.13 tvMiA2m1TISfz8ohi1amyA   5   0      13963            0      3.4mb          3.4mb
yellow open   netflow-v9-2018.07.07 Gumx0sPAQ5qlGN5sX6gUnQ   5   1      11134            0      3.1mb          3.1mb
green  open   netflow-v9-2017.11.20 MOLL3R7kTpWZtSVOExu5Pg   5   0      56102            0     10.4mb         10.4mb
green  open   netflow-v9-2017.11.21 J-bxmMCMTqG-gefxmO6tmA   5   0      45836            0      8.7mb          8.7mb
green  open   snort-2017.10.30      qLVvjQ3iSYOJoWtAtGo6Eg   1   0      19564            0     27.2mb         27.2mb
green  open   winlogbeat-2018.01.10 3w6aDCgESQSD2pKJmIeWHw   5   0          1            0     13.5kb         13.5kb
green  open   winlogbeat-2017.12.25 ijXlvCkeStKsdvcpIDJfxA   5   0        257            0    424.2kb        424.2kb
green  open   packetbeat-2017.12.06 9Wq2vZmQQ2e5bnGmJb74zw   5   0     319486            0     82.6mb         82.6mb
green  open   snort-2017.11.24      cZg8Z5-kTWOAx-0BnBXpWA   1   0       2050            0      7.3mb          7.3mb
green  open   winlogbeat-2018.02.16 pjg-8WQTQCyZGZzfaiSvkw   5   0        294            0      477kb          477kb
green  open   winlogbeat-2017.12.05 e-I0jtjCSxWCggfrYk1PQA   5   0        303            0    441.7kb        441.7kb
green  open   bro-2017.12.27        NURhu5_dSqKrivVCjkH3Qg   5   0      48350            0     16.2mb         16.2mb
green  open   snort-2017.10.12      FfSZDoDeQPGTa-38YVwbag   1   0       1292            0      2.9mb          2.9mb
green  open   winlogbeat-2017.11.20 oiHDnpYjTXCtxwl2C5gX3g   5   0        258            0    365.8kb        365.8kb
green  open   netflow-v9-2018.01.31 XnaNkaHRQ2S_ZnOAtSvxNg   5   0      15003            0      3.6mb          3.6mb
green  open   netflow-v5-2018.07.11 MqeOR9lVQLC0eATng3JGMg   1   0        332            0     87.5kb         87.5kb
green  open   netflow-v9-2017.10.19 KS-esp7ZQ5qID-uE3CrBMw   5   0       1545            0    614.2kb        614.2kb
green  open   snort-2018.06.03      juqHdMmEQ8K9AaiUNO_59g   1   0        654            0      2.2mb          2.2mb
green  open   netflow-v5-2018.06.13 Lwv_-4CTTe-dNUfj9iZPrQ   1   0        465            0      117kb          117kb
green  open   packetbeat-2017.10.14 c3dNZzsYRQ-Mzngf0H6_5Q   5   0     237094            0     59.3mb         59.3mb
green  open   netflow-v9-2017.10.23 GzuTtQ_RTIGnZKqpAXXZTw   5   0      13974            0      3.4mb          3.4mb
green  open   snort-2018.07.08      akq3_tnnS8CYu2YLmBW0WQ   1   0       1631            0     33.2mb         33.2mb
green  open   winlogbeat-2018.02.20 H781RNY4TBCL_a2HE4nXrw   5   0        235            0    389.1kb        389.1kb
green  open   snort-2018.06.11      ECfiOgoNTv65GuebIPPjfA   1   0        619            0      1.6mb          1.6mb
green  open   winlogbeat-2018.02.23 1tVA7EidRI6h20NYOu-uRg   5   0        191            0    153.5kb        153.5kb
green  open   netflow-v9-2017.09.13 poyG2QxORLOnHWLiko9_5Q   5   0      23859            0      5.8mb          5.8mb
green  open   netflow-v9-2016.07.24 jdlNP6JNR0eAYkiznqRf-A   1   0       3722            0    493.4kb        493.4kb
green  open   snort-2017.11.25      4bq2pIWTRD6lsnRcAopBEg   1   0       1716            0      6.6mb          6.6mb
green  open   winlogbeat-2018.01.29 DE6yIRhuR3Gkr4TwMsUqqw   5   0        212            0    333.1kb        333.1kb
green  open   packetbeat-2017.12.05 axOfsGAZTQ6htrx8-orf5g   5   0      59572            0     14.8mb         14.8mb
green  open   netflow-v9-2017.09.04 qY3S1Ru2S0uKNHBq6menTQ   5   0      16353            0      3.8mb          3.8mb
green  open   netflow-v9-2017.04.16 QPZIYoQISeqOs5UDdKo2yw   1   0      16572            0      2.7mb          2.7mb
green  open   winlogbeat-2017.12.30 2XurPeiOST6h2cyk8yhp-A   5   0        156            0    124.2kb        124.2kb
green  open   snort-2018.07.15      S5WYGdmWSAuRAV1aU4u5WA   1   0        844            0      6.8mb          6.8mb
green  open   snort-2017.10.29      Gm9mgdviQvO93WHFD1pTIw   1   0      36008            0     48.5mb         48.5mb
green  open   indexname             7lUJTb-VSCS8CiDURifx_A   5   0          1            0      3.9kb          3.9kb
green  open   netflow-v9-2016.08.05 KBlVJVH0QbmDySJnT80k6w   1   0         62            0     86.7kb         86.7kb
yellow open   bro-2018.06.26        Wq4olO3NSwigC5M5yU9vUQ   5   1      72719            0     42.3mb         42.3mb
green  open   snort-2017.10.26      KT-WMOMfSdGtvlkXZ3Cgag   1   0      11039            0     25.5mb         25.5mb
green  open   packetbeat-2017.12.19 aMx2TMgNR4KjGPCnrlurYA   5   0     311159            0     77.6mb         77.6mb
green  open   winlogbeat-2018.01.20 KUHQScyQS0KFLvdE7AP2_A   5   0          6            0     76.6kb         76.6kb
green  open   snort-2018.07.16      yQlAKuQ8SDO2vrCcxcpBQw   1   0       1518            0       22mb           22mb
yellow open   bro-2018.05.29        2V96glxITdiLhG6nMKikcA   5   1       1662            0      1.6mb          1.6mb
yellow open   bro-2018.07.17        rVpwbC8dQ-mx8ICjKpj8Gw   5   1      62468            0     35.5mb         35.5mb
green  open   packetbeat-2018.01.20 eKfUjuI5QPS6hkxcFTxNhw   5   0     228336            0     58.1mb         58.1mb
green  open   packetbeat-2017.10.17 Yrl3L-tqTY6COOFRo-ENtA   5   0     159032            0     43.2mb         43.2mb
green  open   packetbeat-2017.12.12 fAfuD8I9TKy3SJexorjbVQ   5   0     334618            0     87.8mb         87.8mb
green  open   snort-2017.10.08      IUD4puWoRHungLy77vmooQ   1   0        564            0        2mb            2mb
green  open   netflow-v9-2017.11.24 c7UQuM8WQhqJX7c-W2_AFg   5   0      47020            0        9mb            9mb
green  open   bro-2017.12.04        9NMULM8pT0-LcjbwalmVUw   5   0     181196            0     64.8mb         64.8mb
green  open   winlogbeat-2018.02.15 7iHI1iSiTIiGW3YT_YP1eg   5   0        222            0    321.2kb        321.2kb
yellow open   bro-2018.06.28        PW6NfQtAQNS9LigzhFT2vw   5   1      72587            0     41.3mb         41.3mb
green  open   winlogbeat-2017.12.08 jhfO4aacRd-z0X7BtWqd1w   5   0        229            0    407.4kb        407.4kb
green  open   netflow-v9-2017.10.11 M1MPzpgtTGG0lQk5g4RCpw   5   0      17626            0      4.2mb          4.2mb
green  open   netflow-v9-2016.08.01 2dCkaVwtSluQl6NgddD2tg   1   0       4541            0    597.4kb        597.4kb
yellow open   netflow-v9-2018.07.02 ElAowOmjQoyBILLnKBhfww   5   1      14466            0      3.9mb          3.9mb
yellow open   netflow-v9-2018.06.06 FvQjg0BBQaORWe5QUxm8Ag   5   1      17386            0      4.6mb          4.6mb
green  open   netflow-v9-2018.02.07 eDBrHVwcT52GLt6hlabTtQ   5   0      15304            0      3.6mb          3.6mb
green  open   winlogbeat-2018.01.02 OYFwKC9WQ-GRWhHKKryjZA   5   0        166            0    166.7kb        166.7kb
green  open   bro-2017.12.21        hJEhnX7HTNinWGGru-HGiw   5   0     196171            0     65.3mb         65.3mb
green  open   bro-2017.12.08        xRJPuKlSQp-Kzvk4X5sTZA   5   0     177762            0     59.7mb         59.7mb
yellow open   netflow-v9-2018.06.04 NfZYQNVIQ96THBaq_L-kpg   5   1      16509            0      4.3mb          4.3mb
green  open   netflow-v9-2017.11.10 hajUdUyNRNOQ6ZzuZF1N7Q   5   0      46082            0      8.9mb          8.9mb
green  open   winlogbeat-2018.01.27 yN2CM8y1RBmMGgmNpUrsuA   5   0        202            0    282.3kb        282.3kb
green  open   packetbeat-2017.10.16 EOB5U0mZSX-GPVnY1lIDUQ   5   0     269158            0     70.8mb         70.8mb
green  open   winlogbeat-2017.11.02 VuxKROjvTn6PMdUk2d6EmA   5   0     256518            0     90.2mb         90.2mb
green  open   winlogbeat-2018.02.14 oWqUtoRlTGunstFzwIBWAg   5   0        265            0      394kb          394kb
green  open   snort-2017.11.03      DUv6swttTSOMLBWd2lnX5g   1   0       9752            0     24.3mb         24.3mb
green  open   packetbeat-2017.12.26 v_GfByXUQgWP1r1vqttMjQ   5   0     271713            0     68.7mb         68.7mb
yellow open   bro-2018.06.19        fEzLx1anR8yhUHxY3CUrNg   5   1      69030            0     40.1mb         40.1mb
yellow open   bro-2018.06.06        XKhnUV8GQJmrO9AqgTisGg   5   1      66749            0     37.6mb         37.6mb
green  open   winlogbeat-2018.02.11 wOknQsnaRY-bTDrTa_8mnw   5   0        238            0    285.6kb        285.6kb
green  open   packetbeat-2018.01.19 DrHtijoCRnmiKVVCK9M43g   5   0     236577            0     61.6mb         61.6mb
green  open   netflow-v9-2018.02.01 zQ6okg1WRc6EBoFfAxHvOw   5   0      14353            0      3.5mb          3.5mb
green  open   snort-2018.06.01      yJdQOrz8T6uklPWmCWqrsA   1   0        662            0      1.2mb          1.2mb
green  open   snort-2017.11.12      Tw7iLnC9QgeiM3kUdWlcMw   1   0       2816            0     14.3mb         14.3mb
yellow open   bro-2018.06.25        rq9xhcS-T7ycM5Pad4tw_A   5   1      60590            0     33.6mb         33.6mb
green  open   netflow-v9-2016.07.28 PXdKca-7QtuPH0GF9R9ZFg   1   0       4317            0    599.5kb        599.5kb
green  open   winlogbeat-2017.12.31 ilbUX8cXT4mOvQzNtV7gVA   5   0        209            0      306kb          306kb
green  open   winlogbeat-2017.11.21 ZE3TnEOhS6ej-LYoiwZgoA   5   0        275            0    351.8kb        351.8kb
green  open   netflow-v9-2016.07.11 bWCC0EIGSiGNE6mLYV-RhQ   1   0      14361            0      1.5mb          1.5mb
green  open   bro-2017.12.16        PkewneS-S86_RGc6wjMVAA   5   0     192104            0     63.8mb         63.8mb
green  open   winlogbeat-2018.02.12 gFH9qjQ_QLGV5bXVNQGPuQ   5   0        198            0    249.7kb        249.7kb
green  open   netflow-v9-2017.10.16 q7ON4gf5RmSsNh8AYjwy8Q   5   0      14618            0      3.5mb          3.5mb
yellow open   netflow-v9-2018.06.11 87lecQ1YQJCV8aZorif-JQ   5   1       9845            0      2.7mb          2.7mb
green  open   winlogbeat-2018.01.06 Cr8Z_D-gQoeNdHQF2nscUw   5   0          1            0     13.5kb         13.5kb
green  open   packetbeat-2017.12.17 C_0NnxfdTzOjF5olwJTkhQ   5   0     314795            0     78.1mb         78.1mb
green  open   packetbeat-2017.12.09 Cw9hLvmtQDOXZ5klcztFrQ   5   0     312782            0     77.9mb         77.9mb
green  open   netflow-v9-2017.12.21 MrNZwIP0TLqd2FglK1muzg   5   0      64859            0     11.3mb         11.3mb
green  open   bro-2017.12.14        fPANMIb8S1aeTJLIxV_KYw   5   0     178693            0     60.6mb         60.6mb
green  open   winlogbeat-2018.01.30 25pMW_l_REmWo4rv8qIbtA   5   0        197            0    307.9kb        307.9kb
green  open   bro-2017.12.26        47EJbVuGQ3CwRKAmHkAMqg   5   0      88528            0     29.1mb         29.1mb
green  open   winlogbeat-2017.12.12 WpIaA_N4Rpa17Ut7bSVhHg   5   0        251            0      327kb          327kb
green  open   netflow-v5-2018.06.14 6QyHjONmSUuvj2o_QyYAsg   1   0        530            0    116.1kb        116.1kb
green  open   netflow-v9-2017.12.10 BlT3OrNfRR6GyUW9kEggDQ   5   0      57213            0     10.5mb         10.5mb
green  open   packetbeat-2017.11.16 2-7-OymsQiiWE1jNoWCm2A   5   0     307246            0     76.1mb         76.1mb
green  open   netflow-v9-2017.10.27 D1XvQZ39T1-oJleCVqE5_A   5   0      15644            0      3.7mb          3.7mb
green  open   netflow-v9-2017.12.05 ZOEHexQMTNu6F6JNWZV5Mw   5   0      43526            0      8.7mb          8.7mb
green  open   snort-2017.12.06      lfA6opO1QCyRM9ILK62z9A   1   0       7668            0     56.5mb         56.5mb
green  open   netflow-v9-2016.07.29 iqMsq9VDRSOuKrGSZ9N34w   1   0       9512            0        1mb            1mb
green  open   netflow-v9-2017.12.20 RG8IGLI0SVGEQkXvIHxpmQ   5   0      62142            0     11.2mb         11.2mb
green  open   winlogbeat-2017.11.01 ZWiuedEMRLqjG4GEr6trVw   5   0     256513            0     90.1mb         90.1mb
green  open   netflow-v9-2017.04.01 ilE8uieCRLuK-7vVHL8JlA   1   0      16895            0      2.8mb          2.8mb
green  open   packetbeat-2018.01.22 vEze_cRzSKOQidm_4H81LQ   5   0     235672            0     65.6mb         65.6mb
green  open   packetbeat-2017.12.27 cHjH5aMDR4-MpfsDhJ3Z5A   5   0      60145            0     15.5mb         15.5mb
green  open   netflow-v9-2017.10.30 A2VCukQzRUKJsYYTTGHjrg   5   0      15059            0      3.6mb          3.6mb
green  open   snort-2018.06.24      E7fllflUTgK3PycxTXxTvQ   1   0        384            0    651.9kb        651.9kb
green  open   winlogbeat-2017.11.11 Ce94vjhITGmr99K3bXVgPA   5   0        241            0    428.4kb        428.4kb
green  open   netflow-v9-2017.04.29 QpkaIRFcRJu3JYV9uaw7gA   1   0      23779            0      4.2mb          4.2mb
green  open   snort-2017.10.05      nUyoTVBQQzyUvurngl0jFQ   1   0     746368            0    874.7mb        874.7mb
green  open   netflow-v9-2017.09.03 kYhlmdNPT1qtV_rSL2JpIw   5   0      16300            0      3.9mb          3.9mb
green  open   netflow-v9-2017.11.19 2HBrclhXRkm13WXNBs24XA   5   0      59072            0     10.8mb         10.8mb
green  open   winlogbeat-2018.02.18 3UtywVImQc-boSDPBeOxMA   5   0        220            0      324kb          324kb
