http://192.168.0.91/app/kibana#/dev_tools/console?_g=()
GET /_cat/indices?v

health status index                 uuid                   pri rep docs.count docs.deleted store.size pri.store.size
green  open   netflow-v9-2017.04.14 49UZcPG9T8KOsNMj7XidBQ   1   0      16669            0      2.7mb          2.7mb
green  open   netflow-v9-2016.07.01 WR0P30CYTiq15WA3rAXzjg   1   0      10609            0      1.2mb          1.2mb
green  open   winlogbeat-2017.12.20 AJTqjOfdQ62_JVt9r2ysBA   5   0        254            0    422.9kb        422.9kb
green  open   winlogbeat-2017.11.27 Yb109YBMQ0GcRps3R7VPGw   5   0        250            0      408kb          408kb
green  open   netflow-v9-2017.09.27 WUcJ9auERDeB1m6JxuCETg   5   0      18055            0      4.2mb          4.2mb
green  open   packetbeat-2017.12.18 bPall2I9QvCtouWvobNDYA   5   0     347316            0     92.3mb         92.3mb
green  open   snort-2017.11.16      OJdd68huRIi8NT4zKx5s_w   1   0       1144            0      3.1mb          3.1mb
green  open   netflow-v9-2016.09.03 lMZCDaKTRsW4u__Fk-aFWw   1   0         55            0     21.8kb         21.8kb
green  open   netflow-v9-2017.11.12 Cq0dRHQ5T-y0ly6ZYYPWBQ   5   0      48410            0      9.2mb          9.2mb
green  open   netflow-v5-2018.01.12 0hJJ-e2MSWuf7qDD8tku-w   1   0       8441            0      1.1mb          1.1mb
green  open   snort-2018.06.30      33p8GmwgSGyaZyfw3oNLhQ   1   0        790            0      2.8mb          2.8mb
green  open   snort-2018.06.27      sDgbKM7dRbe8u5YHGRhvaQ   1   0        594            0      1.7mb          1.7mb
yellow open   bro-2018.06.12        sJCAn-F8SnWv9G1xtudMSQ   5   1      53696            0     28.9mb         28.9mb
green  open   winlogbeat-2018.01.31 cChH-iyjS964pnu9FmDDhA   5   0        274            0    361.9kb        361.9kb
green  open   snort-2017.12.15      uI14UT-cS4C0oxBCu6EY2g   1   0      16208            0     49.7mb         49.7mb
green  open   netflow-v9-2017.11.16 Ui0_Vk04TneRHdmDbLxuZQ   5   0      55070            0     10.3mb         10.3mb
green  open   snort-2017.09.05      aH3rQfK8RoK3-ZqfcBukjQ   1   0       2277            0     11.3mb         11.3mb
yellow open   netflow-v9-2018.06.10 Kd9LSui7Rte5LGvqfbDqgg   5   1       9310            0      2.6mb          2.6mb
green  open   netflow-v9-2017.12.13 3LVgNTXOTT6WI3fgVfHpNg   5   0      56562            0     10.5mb         10.5mb
green  open   netflow-v9-2017.10.08 oU51-LffTRCjA10bC8tL9g   5   0      12352            0        3mb            3mb
yellow open   bro-2018.06.10        RBp4Kv7jRduU6IlkhWmXBQ   5   1      52882            0     27.9mb         27.9mb
green  open   netflow-v9-2017.09.25 6vUNQh80S4moV5N0p5kC2w   5   0       2834            0    883.5kb        883.5kb
green  open   netflow-v5-2018.07.17 PzIDokOlR2egWzy9ECI0EA   1   0        305            0     82.8kb         82.8kb
green  open   winlogbeat-2017.12.28 onvOdDLNQCORmBbHcHfprw   5   0        183            0    216.3kb        216.3kb
green  open   netflow-v9-2018.02.08 8KF-KriBT6-DR2f21YOhRA   5   0      15098            0      3.6mb          3.6mb
green  open   netflow-v9-2017.11.08 VzpfBaA_RdmWHuv2uDCq7g   5   0      39886            0      8.3mb          8.3mb
green  open   netflow-v9-2016.08.15 xnkYZ7F0Q2Co9A1mCvBkEQ   1   0       1386            0    204.8kb        204.8kb
green  open   winlogbeat-2017.11.28 qHlpzxOGRwqFvQiEfxVXsg   5   0        246            0    342.8kb        342.8kb
green  open   winlogbeat-2017.11.08 IDZZ_K-dQe6HjMfiLVxFQg   5   0       2088            0      1.1mb          1.1mb
green  open   netflow-v9-2016.07.18 r1yxn04VTiGkTabiMMku2Q   1   0       3844            0    504.8kb        504.8kb
green  open   netflow-v9-2017.12.04 ExfMRxhvRKmG9w2ZjDHhvA   5   0      71247            0     13.5mb         13.5mb
yellow open   bro-2018.06.24        QJJWgRwJRziSihtdYDlCSQ   5   1      53526            0     28.3mb         28.3mb
green  open   netflow-v9-2017.12.12 Xjm73BajTMG7s98mysbKlA   5   0      63681            0     11.7mb         11.7mb
green  open   netflow-v9-2017.04.27 ubWRaqG2SCW76pgpaUsy5A   1   0      27156            0        5mb            5mb
green  open   snort-2018.07.13      kXDAuUrlRIKdDMO7MG36FQ   1   0       1309            0       18mb           18mb
green  open   packetbeat-2017.12.07 AnckshV9RjqRQp5gwLP_XQ   5   0     299067            0     73.6mb         73.6mb
green  open   snort-2017.09.03      _NGe6OptTbiseEHOSVRxWA   1   0        892            0      3.3mb          3.3mb
green  open   snort-2017.10.04      Qv-Ak9sTRIGGiMvPpcW0rg   1   0     846310            0    977.6mb        977.6mb
green  open   netflow-v9-2017.12.02 O0nnsFOPSnezGq4oMUFFxQ   5   0      49187            0      9.4mb          9.4mb
green  open   netflow-v9-2016.08.18 nJFzA8-nS72eZVd1gmBjvw   1   0        334            0    100.4kb        100.4kb
green  open   winlogbeat-2018.01.05 GkoW8g4HT82jUgBsdv6oCA   5   0        352            0      820kb          820kb
green  open   winlogbeat-2018.01.18 PPHz12kOSn2ju5UhoEIjCA   5   0          3            0     26.3kb         26.3kb
green  open   winlogbeat-2018.02.10 Qmi86NZ-S1qXC9SdUg7x6g   5   0        243            0    233.5kb        233.5kb
green  open   netflow-v9-2016.07.14 JYW2AzsSQXi5bdPSaqsVNg   1   0      16036            0      1.7mb          1.7mb
green  open   netflow-v5-2018.07.14 aAVahjOYTK-h94cz4Fy9tg   1   0        320            0     65.4kb         65.4kb
green  open   netflow-v9-2016.08.08 4Xw8CFoCTpuF-_yAx-fhBQ   1   0        943            0    132.2kb        132.2kb
green  open   snort-2018.06.28      hKdkitlbTO2Q_vn_KEZFww   1   0        966            0        5mb            5mb
green  open   netflow-v9-1970.01.02 u9yTiuMsTSia2Z35aog6bg   1   0        148            0     94.2kb         94.2kb
yellow open   netflow-v9-2018.07.17 ssPe8bCNRDa094IwfW0faQ   5   1      14819            0      4.1mb          4.1mb
green  open   netflow-v9-2017.04.08 MNMmns6MSmKMKJyIwpsqdg   1   0      16846            0      2.8mb          2.8mb
green  open   snort-2017.10.28      6bZSTSa4Sh2aYxK9WmGDiQ   1   0       6229            0     12.1mb         12.1mb
green  open   snort-2018.06.07      ScKivYS7TU-3xpcccQkGfw   1   0        935            0      3.3mb          3.3mb
yellow open   netflow-v9-2018.06.08 lnxXSuOARsiM7yxfDT3kzg   5   1       8739            0      2.4mb          2.4mb
green  open   winlogbeat-2018.01.12 cUUh7f0oR1KUlYK27pnLVQ   5   0        484            0    532.7kb        532.7kb
green  open   netflow-v9-2016.09.07 cSxQMlIdS1CEc_Tq8YocWw   1   0         47            0     20.2kb         20.2kb
green  open   snort-2017.12.25      -IrsG6H4QdO0HZ5jx7-PxQ   1   0      11231            0     40.9mb         40.9mb
green  open   netflow-v9-2016.07.27 gUGLSWMaTr24ig7TJhUiMA   1   0      14257            0      1.4mb          1.4mb
green  open   netflow-v9-2017.04.12 TSY7blZ4Ro-8MZmy97lVQQ   1   0      16777            0      2.7mb          2.7mb
green  open   snort-2017.12.11      R6eHWUynRR-bTb4T07UZ3A   1   0      11922            0     40.9mb         40.9mb
yellow open   netflow-v9-2018.07.14 zrNd-885TTe4ijllH8Q0cQ   5   1      17035            0      4.3mb          4.3mb
green  open   winlogbeat-2018.02.21 1nyw1cWeQnKkJDZDtViI1w   5   0        222            0    310.9kb        310.9kb
green  open   snort-2017.12.05      2l01RgjpSu-PhS77KEiRpA   1   0       2536            0      8.3mb          8.3mb
green  open   winlogbeat-2018.01.01 A8uC9GNqRjO9nKFoo_XqXQ   5   0        178            0    178.4kb        178.4kb
green  open   snort-2017.12.24      2A2yjskGRfCnqu4meBZv9w   1   0      10647            0     38.9mb         38.9mb
green  open   packetbeat-2017.10.15 2LVdv5MVR-qhWiPILZp-Mg   5   0     235091            0     58.8mb         58.8mb
yellow open   netflow-v9-2018.06.12 h407mYmbTc2sMHu78tBwsQ   5   1       8624            0      2.5mb          2.5mb
green  open   netflow-v9-2017.12.06 srPW_AWpQ2uPM8bN0ptc1w   5   0      46065            0      9.1mb          9.1mb
yellow open   bro-2018.06.02        wCoScbPCR4uGXiZUnmN24g   5   1      67552            0     37.6mb         37.6mb
green  open   snort-2018.07.04      a084aCjyQOWL0hVJwfMeDA   1   0       1088            0     11.5mb         11.5mb
green  open   snort-2017.12.01      q2upgCy2TkWBQZei3cFhIg   1   0       2662            0     13.3mb         13.3mb
green  open   snort-2017.11.13      w9_46v0pQQSDFm4-ROKvLw   1   0       4528            0       19mb           19mb
green  open   winlogbeat-2018.02.27 Ok2bwvYaS96O39SMi6xdug   5   0        244            0    195.6kb        195.6kb
yellow open   bro-2018.06.16        g82naRAGSISjqt3sMCCLyg   5   1      67971            0     38.9mb         38.9mb
green  open   winlogbeat-2018.01.28 xG0jNri2Slm27gOwG6Ui9Q   5   0        210            0    317.5kb        317.5kb
green  open   netflow-v9-2016.09.04 SwPrRNjWR2-gxRb5deM7NA   1   0         56            0     29.7kb         29.7kb
yellow open   netflow-v9-2018.07.04 mO-4dQQBSwKJ6zb_DCzGSA   5   1      17320            0      4.5mb          4.5mb
green  open   winlogbeat-2017.12.10 mOnvh9HhTXCrd_NReIOWig   5   0        260            0    368.4kb        368.4kb
green  open   snort-2017.10.09      -OWxYBRAQ-qDsLEWe7gwiA   1   0        688            0      2.1mb          2.1mb
yellow open   bro-2018.06.05        1RFTMqRtRSGfekjotTcFow   5   1      64544            0     35.9mb         35.9mb
green  open   netflow-v9-2017.04.21 gq0jN6EFQgqLxQcWFAx61w   1   0      22289            0      3.8mb          3.8mb
green  open   packetbeat-2017.11.21 dMfM5o0-StaCYHxtI2MRdg   5   0     288495            0     71.9mb         71.9mb
green  open   snort-2017.12.17      7u-uRJ3rRza-fsH5PAK6gw   1   0      10260            0     35.8mb         35.8mb
green  open   netflow-v9-2017.10.12 gACqmjS-Ss6eyG2aW2Gd_g   5   0      15294            0      3.5mb          3.5mb
yellow open   bro-2018.06.13        N9LeW1eaSKay3BUuW36zag   5   1      69748            0       41mb           41mb
green  open   netflow-v9-2017.04.17 l4TkUo5FQkSjEjRbb1BC9Q   1   0      19585            0      2.9mb          2.9mb
green  open   winlogbeat-2018.02.25 LREUIo4bQT-49ZiTN2by_Q   5   0        229            0    195.8kb        195.8kb
yellow open   netflow-v9-2018.07.06 Mlpytg_wTpu51NyEHHp1xw   5   1      16009            0      4.3mb          4.3mb
green  open   snort-2017.11.09      fNNZpjTwQXy5gVraGMajRw   1   0       8290            0     25.6mb         25.6mb
green  open   winlogbeat-2017.11.22 2DeicgYXTca7YRh5rzNu7A   5   0        359            0      338kb          338kb
yellow open   netflow-v9-2018.06.23 VfTNp0SEReW0OetLFS9RNg   5   1       9822            0      2.8mb          2.8mb
green  open   packetbeat-2017.12.16 DQZzC2qpRAiv6iUFRv3ExA   5   0     307311            0     76.3mb         76.3mb
green  open   netflow-v9-2017.11.27 0wVDZN9TQMGAvO4p0itgeg   5   0      44587            0      8.9mb          8.9mb
green  open   netflow-v9-2017.11.25 iI3bQXEoSIuXqiZfu9cWFw   5   0      51798            0      9.7mb          9.7mb
green  open   snort-2017.11.19      tHOUomiCQNWyTv-GFUgGIw   1   0       1228            0      2.4mb          2.4mb
green  open   netflow-v9-2016.07.16 cOkHi2mwSbW58vjilnNieg   1   0       3905            0    512.5kb        512.5kb
green  open   netflow-v9-2017.09.11 6HIKpseQSB-yfihckdFm4g   5   0      25130            0      5.8mb          5.8mb
green  open   relay-data            PQelIzPvTG2euyEf27oHzQ   5   0          0            0        1kb            1kb
green  open   winlogbeat-2017.12.11 Bu41bVCTRguCQgjJFwfAJg   5   0        253            0    431.8kb        431.8kb
green  open   winlogbeat-2017.12.24 DRwrYU4PRxahMQf2h-N7eQ   5   0        263            0    419.4kb        419.4kb
green  open   netflow-v9-2016.08.06 -95cnfy7ROW9IpwGX9wxIQ   1   0        500            0    136.9kb        136.9kb
yellow open   bro-2018.06.04        VEFqNKleSPyKIK84CYfjEA   5   1      64454            0     35.8mb         35.8mb
green  open   snort-2017.12.21      Nbio9iCGQ3qmWEWHf1Qbtg   1   0      10356            0     36.5mb         36.5mb
green  open   snort-2017.12.28      Xd3xS4WMT3Oazcx6PRUDrw   1   0      15656            0     41.9mb         41.9mb
green  open   snort-2017.10.10      qgo3ROBuSgSwwskCy0rVXQ   1   0       1716            0     12.5mb         12.5mb
green  open   snort-2018.06.23      s_-FOOCWSp-hlxUyKn9g0A   1   0        560            0      2.1mb          2.1mb
green  open   winlogbeat-2017.12.26 wMxDHD5_RoOvzIWN9uBH2Q   5   0        245            0    470.8kb        470.8kb
green  open   packetbeat-2017.12.13 W7pddTVbQjK7oitlu2Exqw   5   0     318575            0     79.6mb         79.6mb
yellow open   netflow-v9-2018.06.24 eNzVC4HiQRqKACkJhhldtg   5   1       9526            0      2.7mb          2.7mb
green  open   snort-2017.09.04      6P82ByKgQ1yOiBjWt3AgwQ   1   0        946            0      3.8mb          3.8mb
green  open   snort-2017.09.01      b34n1844TBavw6UIfNXMAA   1   0       2099            0      7.8mb          7.8mb
green  open   winlogbeat-2017.12.01 -0ybomdsTOWXPxsXuGIb3Q   5   0        277            0    448.7kb        448.7kb
green  open   breaker-config        gM-PUMk_RRGdaNwEsyyiTA   5   0          2            0     15.1kb         15.1kb
green  open   winlogbeat-2017.12.16 s_jEOxOlSO65y82cFWQBFg   5   0        237            0    402.7kb        402.7kb
green  open   netflow-v9-2017.11.29 sUrjmvdUSfiKMZPxbPPnPw   5   0      41017            0      7.8mb          7.8mb
green  open   packetbeat-2017.11.15 x7BssYD1SICBCFWf9Acr6A   5   0      80867            0     20.4mb         20.4mb
green  open   snort-2017.11.29      nOrWGXTISOG-do5VFWGiEA   1   0       1800            0      8.8mb          8.8mb
green  open   netflow-v5-2018.06.17 S7auaxLQQvKmuHP1iWNN_w   1   0        237            0    130.2kb        130.2kb
yellow open   bro-2018.07.02        sMLC9OsVQqqxAneR3Y6U3g   5   1      71769            0     40.5mb         40.5mb
green  open   snort-2017.12.16      d3fVf1ADSH2RvATXf_5Fgw   1   0       9632            0     34.4mb         34.4mb
green  open   netflow-v9-2016.07.12 Ls1SYv7fQ8-j5ouUkPVvWQ   1   0      11919            0      1.2mb          1.2mb
green  open   netflow-v9-2017.12.22 8X3RBwSxS4CaJnOWlTGSSw   5   0      83219            0     14.2mb         14.2mb
green  open   netflow-v9-2017.04.24 qEbEmrMvS3GKU5VksHM8rQ   1   0      22621            0        4mb            4mb
green  open   winlogbeat-2017.02.14 VqcGoJo5RSKCQxSz-29AfQ   5   0         80            0    140.9kb        140.9kb
green  open   packetbeat-2017.12.25 0aOWQTdwQqa-ZbnoKK6E4w   5   0     294161            0     73.3mb         73.3mb
green  open   winlogbeat-2017.11.05 W0hKT5A8TM621JRmd0Sjig   5   0     256397            0     89.7mb         89.7mb
yellow open   netflow-v9-2018.05.30 uxaZLtn5SAWsxQuEWwhHtA   5   1       1931            0    761.2kb        761.2kb
green  open   snort-2017.09.08      XcENULP5R52cZbdUErOrOQ   1   0       2541            0      8.7mb          8.7mb
green  open   netflow-v9-2016.08.14 TdqgiEw_SceCmW5r4c8oWg   1   0        429            0    101.2kb        101.2kb
green  open   netflow-v9-2017.09.12 JFDkMwuWT2iYoSuBWL93Yg   5   0      24416            0      5.6mb          5.6mb
green  open   netflow-v9-2017.11.11 1kId4PXoRMyz-wxDZ-aRlw   5   0      44472            0      8.5mb          8.5mb
green  open   netflow-v9-2017.09.02 5ORscZjKSZ2X3EGMHA_FVQ   5   0      19664            0      4.5mb          4.5mb
green  open   netflow-v9-2016.08.17 xH7PK0TUSFqIJ4L86d7yJQ   1   0        543            0     90.8kb         90.8kb
green  open   snort-2018.06.25      v_NBETC1SOqZ9tMCvSIQRw   1   0        916            0        4mb            4mb
yellow open   netflow-v9-2018.06.13 rThFX3giSMaJWI7MlP2sHw   5   1      16221            0      4.4mb          4.4mb
green  open   bro-2017.12.12        g1tWfuNgTcOqpolESiM2yw   5   0     193377            0     66.5mb         66.5mb
yellow open   bro-2018.05.31        4638pfvuT4On-AtYtnTV4Q   5   1     163934            0    104.4mb        104.4mb
green  open   snort-2018.06.06      FSqs8ohGQh6iImqdR8Dp-g   1   0        628            0      1.6mb          1.6mb
yellow open   bro-2018.06.18        cT_3QJXnQ46mmSo9UcFZhQ   5   1      67199            0       38mb           38mb
green  open   packetbeat-2017.12.20 WdFg1GCqSOmwQvyv-lteMw   5   0     309288            0     77.5mb         77.5mb
yellow open   bro-2018.06.08        sMeNAvrSSduoofS18DIPkg   5   1      52522            0     27.7mb         27.7mb
green  open   snort-2017.10.27      Kg-hOwW8SWmExcVcHvQrjw   1   0       4547            0     11.3mb         11.3mb
green  open   winlogbeat-2018.01.15 WwY5FegtRrm3SxXdBPTDKw   5   0          2            0     25.6kb         25.6kb
yellow open   bro-2018.07.03        5LG-hLUvSRehEylk-SQl5A   5   1      73314            0     41.4mb         41.4mb
green  open   winlogbeat-2018.01.04 zruwsaatRx2WKjIgfh8TWQ   5   0        231            0      361kb          361kb
green  open   netflow-v9-2017.11.15 vCbLTo08TOGfeH_ueI0BmQ   5   0      49264            0      9.7mb          9.7mb
green  open   netflow-v9-2017.12.08 j0qO3XVQRWaBKiTjuZNb9g   5   0      56166            0     10.2mb         10.2mb
green  open   netflow-v9-2017.11.06 CMOBGTmCTuqc7D9FOk3erg   5   0      39474            0      8.2mb          8.2mb
green  open   snort-2018.06.22      5OHH_7X_QVK5FGvRF640wQ   1   0        867            0      3.6mb          3.6mb
green  open   packetbeat-2018.01.11 i4CDECLuTA-H7e25xLWrKw   5   0        314            0      621kb          621kb
green  open   snort-2017.11.21      EaA4qag9SkabF8PbT0clxg   1   0       1024            0      2.1mb          2.1mb
yellow open   netflow-v9-2018.06.15 c2iKKZ45Qry8Hsz0P4FtVw   5   1      13201            0      3.5mb          3.5mb
green  open   netflow-v9-2016.07.26 TlkBNEZpT5iCcj6Iy9P9ng   1   0       6232            0    716.6kb        716.6kb
green  open   packetbeat-2018.01.13 7tqw0V3KSYKGzt4YQOhozg   5   0     143775            0     37.3mb         37.3mb
green  open   netflow-v9-2017.12.27 MgPgD8sPTGmMnq0Qm_zkcA   5   0       7088            0      1.9mb          1.9mb
green  open   winlogbeat-2017.12.06 hOT1cdHyTS6TrH9LksiHxQ   5   0        280            0    324.8kb        324.8kb
green  open   netflow-v9-2017.04.07 3zDvVAkeTjifkBnltDRIkw   1   0      16863            0      2.8mb          2.8mb
yellow open   netflow-v9-2018.07.05 4ukYNKupQXy-6MzFNVeXDA   5   1      19024            0      4.9mb          4.9mb
green  open   winlogbeat-2016.11.02 ZSS7VYlLTrCQ_HXB84DYQQ   5   0          9            0     50.4kb         50.4kb
green  open   packetbeat-2017.10.11 myc1MY1PTJyP7gJtN0R9zA   5   0     212637            0     56.9mb         56.9mb
yellow open   netflow-v9-2018.06.09 I06Dx5SPSIKMyVEox4U4uw   5   1      15455            0      3.9mb          3.9mb
green  open   netflow-v9-2018.02.04 prbJiwQ2R22ItHRYkAC5pQ   5   0      10462            0      2.6mb          2.6mb
green  open   netflow-v9-2016.07.17 -VXWaQMlQweCZr8lDSoDGg   1   0       3744            0    500.5kb        500.5kb
green  open   netflow-v9-2016.08.28 Bem-nnJ5QYWQs4GcqsKp-g   1   0         42            0     57.9kb         57.9kb
green  open   netflow-v9-2016.07.08 H6JXv9avQBGzhmokomkXng   1   0      12322            0      1.3mb          1.3mb
green  open   netflow-v9-2018.01.29 3DlewrHOS0-s2svX0sqlyA   5   0       1289            0    501.8kb        501.8kb
green  open   netflow-v9-2017.10.20 H0tuJIM_TaqsFaL12qxN6w   5   0      18886            0      4.4mb          4.4mb
green  open   snort-2017.10.07      _7_f9eYfSTS3g9QHisy8SQ   1   0        602            0        2mb            2mb
green  open   netflow-v9-2016.08.25 84AwJKBISTaOK9J4LfUWKg   1   0        714            0      109kb          109kb
green  open   snort-2017.12.22      bgZuiVLQTkm1NDCLMimW7w   1   0      10020            0     35.3mb         35.3mb
yellow open   netflow-v9-2018.07.13 QA3sa4GrQgCYx7QU0KJ8dw   5   1      18576            0      4.8mb          4.8mb
green  open   netflow-v5-2018.07.15 TmMvLMCNQkeNrG5fSguFVA   1   0        319            0     65.1kb         65.1kb
green  open   winlogbeat-2017.02.10 710lwIvwRj-zeEdCrwvlEQ   5   0         80            0    139.6kb        139.6kb
green  open   bro-2017.12.02        iDBWGomJQ_y4uY379KM_Dg   5   0     141917            0     45.7mb         45.7mb
green  open   bro-2017.12.09        tZ_vSASFSIKOswvtZeGOKg   5   0     184529            0     61.8mb         61.8mb
green  open   bro-2017.12.15        QVKDXjD6Qaq8qN9OXCIZow   5   0     185539            0     65.4mb         65.4mb
green  open   netflow-v9-2017.04.25 Z48gVoWST9uSswO_XjJG_Q   1   0      27173            0        5mb            5mb
green  open   netflow-v9-2017.12.23 NtI8JU_XRCqMP1iH5bYztQ   5   0      88565            0       15mb           15mb
green  open   netflow-v9-2016.07.22 hC0SJStoSr-fHmIOIQwt5A   1   0       3820            0    491.1kb        491.1kb
yellow open   netflow-v9-2018.06.03 gY9WKQLXTqan8LxNJBGRyQ   5   1      17483            0      4.5mb          4.5mb
green  open   snort-2018.05.30      NhORD9KJQ4WppRbAxyTB1A   1   0        324            0     1006kb         1006kb
green  open   bro-2017.12.22        TlP5v70zSAaEVd88yAwimQ   5   0     232658            0     77.1mb         77.1mb
green  open   netflow-v9-2016.07.31 yDvZSfmJSwa1wW88MDoObg   1   0       5343            0    712.2kb        712.2kb
yellow open   netflow-v9-2018.07.01 D5KelwWrRAKyfR-uWCgveQ   5   1      14482            0        4mb            4mb
yellow open   bro-2018.06.07        T1dnflEWR_io6WkTO0q2lA   5   1      73280            0     40.3mb         40.3mb
green  open   winlogbeat-2018.02.26 q-EyldNFQSCpLLvoG55iuw   5   0        225            0    156.9kb        156.9kb
green  open   netflow-v9-2017.08.30 fWzcyCDGTS2dtdDUNbbCkg   5   0       9494            0      2.3mb          2.3mb
green  open   snort-2017.12.18      8cHw2SG9QOm1xImTANpNXw   1   0      25073            0     60.7mb         60.7mb
green  open   packetbeat-2017.11.17 h-siEczFTziYScJvvLcw4A   5   0     326215            0     85.4mb         85.4mb
green  open   winlogbeat-2018.02.05 DV117l-hQl21SyN8ox-jDA   5   0        192            0      283kb          283kb
green  open   winlogbeat-2018.01.11 IXjYhYxeREibmLdRvoukxw   5   0          1            0     13.5kb         13.5kb
green  open   packetbeat-2017.12.22 qwQs8M1SStKYR4LsijkzBQ   5   0     309621            0     77.4mb         77.4mb
green  open   netflow-v9-2017.11.09 y6VEb5d0RSy1TNdfi11z9Q   5   0      37914            0      7.7mb          7.7mb
green  open   snort-2018.06.29      OFv4x5qgS7KaIojdNjG39Q   1   0        897            0        3mb            3mb
yellow open   netflow-v9-2018.06.29 7LhK9RPpTUCou5Np1V0O_w   5   1      16150            0      4.3mb          4.3mb
green  open   netflow-v9-2017.09.10 uRt5gTwiQkmlq2jXAJ2x_A   5   0      20242            0      4.7mb          4.7mb
green  open   netflow-v9-2016.08.30 uw0e0Z0QS3GUVq8dqnKwog   1   0       5985            0    570.6kb        570.6kb
green  open   winlogbeat-2017.12.22 T6gwFeUwRKCAeol4BlwZUQ   5   0        233            0    320.6kb        320.6kb
yellow open   bro-2018.06.15        4isCm7suTqutJ98u1DBvrg   5   1      62077            0     34.7mb         34.7mb
green  open   netflow-v9-2018.02.03 0MhRLqZ6SRiOqRUnSvfP1w   5   0      12387            0        3mb            3mb
green  open   winlogbeat-2017.11.03 nktQE6urR1OHkb2m3CmBvw   5   0     256494            0     89.9mb         89.9mb
green  open   netflow-v9-2016.08.27 N70SW8zERpChhAIJUHr24Q   1   0       1522            0    269.5kb        269.5kb
green  open   winlogbeat-2018.01.14 ptE3zSnlQvCwBd8rUmmxrA   5   0          9            0     63.7kb         63.7kb
green  open   winlogbeat-2017.11.30 5FAw9wexRPmVr1oHk5ca7A   5   0        276            0    344.8kb        344.8kb
green  open   snort-2018.06.21      0PZzzpeKQtuaiaogP4o21Q   1   0        787            0      2.4mb          2.4mb
green  open   netflow-v9-2018.01.30 WCqDeo8bTyyVYBzvKApWeQ   5   0      14441            0      3.5mb          3.5mb
green  open   snort-2017.09.06      hu56h4qMRuWMxXCEpbawsg   1   0       1485            0      4.8mb          4.8mb
green  open   bro-2017.12.25        Qp5qSfMYQiqfq8eyR6b6PA   5   0     254738            0       84mb           84mb
green  open   netflow-v9-2017.10.26 1gWSdd4bQKiHVtsk_2Fc-g   5   0      21777            0        5mb            5mb
yellow open   elasticsearch         KsqFcjBPQaiEBxJtzvzrtw   5   1          5            0     19.3kb         19.3kb
green  open   winlogbeat-2017.12.27 7lOrbgjsTeC1qj6_F66Okg   5   0        240            0    361.2kb        361.2kb
green  open   snort-2017.09.12      bfeecGBgRR6npih9Pb2Clg   1   0       1946            0       13mb           13mb
green  open   netflow-v9-2017.09.07 v-NDaS_HSWi1bufB5L_i1A   5   0      23386            0      5.3mb          5.3mb
green  open   netflow-v9-2017.11.22 0Z8Mx5czRi28dg5IGcpgNQ   5   0      53028            0     10.2mb         10.2mb
yellow open   bro-2018.06.20        JqdDaoKqTAir8UkI1nJJCg   5   1      67859            0     38.9mb         38.9mb
green  open   netflow-v9-2016.07.07 4BuQu4GbSTGOJNjB8dGSxQ   1   0      14141            0      1.5mb          1.5mb
green  open   winlogbeat-2017.11.12 rHLsYgd1Q8K3m5Tqy37SWQ   5   0        253            0    335.4kb        335.4kb
green  open   snort-2017.11.10      v_TOsIEHRJuYUVk8VlT1Rw   1   0       8742            0     23.2mb         23.2mb
green  open   winlogbeat-2017.11.24 td_YIP8JQZOHaz5XBANe6A   5   0        271            0    387.8kb        387.8kb
green  open   osquery-2016.07.13    HFL5HDmNSEm2eoeo09K59g   5   0       2866            0     1016kb         1016kb
green  open   packetbeat-2018.01.16 5SvhM9c0S9KghQF9nvYtfA   5   0     258960            0     72.9mb         72.9mb
green  open   snort-2017.10.11      gKiKm0FZTtCqVLJ43xP5BA   1   0       1819            0     10.1mb         10.1mb
green  open   snort-2017.11.14      ycpKECzDQPCtKrrYJAwApQ   1   0       4490            0     24.1mb         24.1mb
yellow open   netflow-v9-2018.06.27 LEPBT9WUQg-6Hna_A0n7gA   5   1      12341            0      3.2mb          3.2mb
green  open   bro-2017.12.20        KXxgvmBVTSCulOStY0w8ww   5   0     189301            0     63.2mb         63.2mb
green  open   openvas-2016.09.30    ig_zxDcOSjO3RZ5bGj9--g   1   0          1            0     18.5kb         18.5kb
yellow open   bro-2018.07.01        yQPLBUFsTz2xKQHiQzho9w   5   1      72080            0     40.7mb         40.7mb
green  open   osquery-2016.07.12    Lr4u3o6DRwWTpXlNhu_JlA   5   0       1693            0    696.9kb        696.9kb
green  open   netflow-v5-2018.07.09 bVA3l1Y0SZeo2XADuA7Dwg   1   0         66            0       99kb           99kb
green  open   snort-2017.12.14      ToILo8MTSzqDPBdLKi5lGQ   1   0      10036            0     36.8mb         36.8mb
green  open   winlogbeat-2018.01.21 noT317w-R_yWKX8oqbf68A   5   0          6            0     53.3kb         53.3kb
green  open   packetbeat-2018.01.17 Jqd-nV8RTVuelqE2MkEE2Q   5   0     247345            0     65.8mb         65.8mb
green  open   winlogbeat-2018.01.16 gQy3GYH4QHuMgIWQ7YOkJg   5   0          6            0     76.5kb         76.5kb
green  open   winlogbeat-2018.01.24 alSRl-zbQpSufJJ8m1c2Zw   5   0         29            0      240kb          240kb
green  open   bro-2017.12.24        ncG62Hk5Tk-BfguG8hBV2A   5   0     258832            0     85.5mb         85.5mb
green  open   winlogbeat-2017.11.04 WxxhB-pYQq2I_2B63hnnOA   5   0     256475            0     90.1mb         90.1mb
